file_name,pitch,pitch_hz,fft_distance,stft_distance,log_mel_spectrogram_distance_raw,log_mel_spectrogram_distance_normalized,log_mel_num_elements
bass_electronic_018-022-100.wav,22,29.13523509488062,15465.3740234375,3365.294677734375,110.63609313964844,0.006859876806773837,16128
bass_electronic_018-023-025.wav,23,30.86770632850775,14397.24609375,3117.552001953125,115.91384887695312,0.0071871186059618754,16128
bass_electronic_018-023-075.wav,23,30.86770632850775,16930.904296875,4035.91943359375,91.8249740600586,0.005693512776541332,16128
bass_electronic_018-023-127.wav,23,30.86770632850775,16467.5390625,3829.53369140625,94.64258575439453,0.005868215882588947,16128
bass_electronic_018-024-025.wav,24,32.70319566257483,17472.337890625,4088.265380859375,93.23310852050781,0.0057808227009243434,16128
bass_electronic_018-024-100.wav,24,32.70319566257483,16565.375,3928.55810546875,93.5664291381836,0.0058014899019211055,16128
bass_electronic_018-026-025.wav,26,36.70809598967594,16775.5859375,3899.410400390625,87.32917785644531,0.005414755571456183,16128
bass_electronic_018-026-075.wav,26,36.70809598967594,16047.30078125,3583.620361328125,89.83123779296875,0.005569893216329907,16128
bass_electronic_018-026-127.wav,26,36.70809598967594,15975.66015625,3619.5625,93.59281921386719,0.005803126191336011,16128
bass_electronic_018-027-075.wav,27,38.890872965260115,15949.962890625,3658.003662109375,91.72927856445312,0.0056875792760697624,16128
bass_electronic_018-029-025.wav,29,43.653528929125486,16687.361328125,3707.87353515625,97.76290893554688,0.0060616883020552376,16128
bass_electronic_018-029-075.wav,29,43.653528929125486,16118.275390625,3608.542724609375,96.9073715209961,0.006008641587363349,16128
bass_electronic_018-030-050.wav,30,46.2493028389543,16566.564453125,3585.021728515625,99.0742416381836,0.006142996133319915,16128
bass_electronic_018-031-025.wav,31,48.999429497718666,15910.560546875,3537.360107421875,101.46627044677734,0.0062913114116305395,16128
bass_electronic_018-032-025.wav,32,51.91308719749314,16374.6103515625,3625.472900390625,112.26239776611328,0.006960714147204445,16128
bass_electronic_018-032-127.wav,32,51.91308719749314,15454.322265625,3337.392578125,107.1242904663086,0.006642131105301872,16128
bass_electronic_018-033-075.wav,33,55.0,16236.900390625,3499.10498046875,125.45056915283203,0.007778433107194446,16128
bass_electronic_018-035-075.wav,35,61.7354126570155,15626.978515625,3365.078125,127.78486633300781,0.007923168795449393,16128
bass_electronic_018-035-100.wav,35,61.7354126570155,14885.9521484375,3200.415283203125,121.92498779296875,0.007559833072480701,16128
bass_electronic_018-035-127.wav,35,61.7354126570155,15239.419921875,3275.572509765625,125.5616455078125,0.007785320281982422,16128
bass_electronic_018-037-025.wav,37,69.29565774421802,15231.6953125,3292.4599609375,125.46564483642578,0.0077793678594014004,16128
bass_electronic_018-037-050.wav,37,69.29565774421802,14837.8056640625,3209.73828125,121.43177032470703,0.007529251632236299,16128
bass_electronic_018-037-100.wav,37,69.29565774421802,14983.728515625,3243.89453125,126.06388092041016,0.007816460870561145,16128
bass_electronic_018-040-050.wav,40,82.4068892282175,15693.8740234375,3389.18798828125,154.61074829101562,0.009586479928758409,16128
bass_electronic_018-040-100.wav,40,82.4068892282175,15902.642578125,3415.923095703125,159.60183715820312,0.009895947244432237,16128
bass_electronic_018-041-050.wav,41,87.30705785825097,15425.5224609375,3322.580810546875,151.99761962890625,0.009424455582149445,16128
bass_electronic_018-043-075.wav,43,97.99885899543733,14670.1748046875,3173.836181640625,146.546630859375,0.009086472647530692,16128
bass_electronic_018-044-075.wav,44,103.82617439498628,14780.4658203125,3193.396240234375,151.76235961914062,0.00940986852797251,16128
bass_electronic_018-045-075.wav,45,110.0,14310.83203125,3094.021240234375,151.72938537597656,0.009407823994046166,16128
bass_electronic_018-048-075.wav,48,130.8127826502993,14302.2841796875,3071.140625,141.66236877441406,0.008783629016270713,16128
bass_electronic_018-049-050.wav,49,138.59131548843604,14775.376953125,3212.677490234375,152.51673889160156,0.00945664303643363,16128
bass_electronic_018-049-075.wav,49,138.59131548843604,14501.9833984375,3156.27001953125,153.48805236816406,0.009516868326399062,16128
bass_electronic_018-050-025.wav,50,146.8323839587038,14615.4609375,3173.72900390625,155.19578552246094,0.009622754558684334,16128
bass_electronic_018-050-075.wav,50,146.8323839587038,14604.388671875,3163.748046875,154.3986053466797,0.0095733262243725,16128
bass_electronic_018-051-100.wav,51,155.56349186104046,14685.849609375,3163.255615234375,143.0776824951172,0.008871384083278595,16128
bass_electronic_018-052-075.wav,52,164.81377845643496,14705.0283203125,3164.086181640625,153.69601440429688,0.00952976279788547,16128
bass_electronic_018-053-075.wav,53,174.61411571650194,15551.7685546875,2808.254638671875,121.28251647949219,0.0075199973015558155,16128
