loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy,learning_rate,epoch
2.088740110397339,0.12466666847467422,2.0822057723999023,0.13066667318344116,0.0010000000474974513,0
2.0824668407440186,0.12283333390951157,2.081181764602661,0.10199999809265137,0.0010000000474974513,1
2.1166326999664307,0.1261666715145111,2.086258888244629,0.10266666859388351,0.0010000000474974513,2
2.080263376235962,0.1276666671037674,2.0815138816833496,0.12266666442155838,0.0010000000474974513,3
2.0830936431884766,0.11933333426713943,2.080463409423828,0.1313333362340927,0.0010000000474974513,4
,0.1236666664481163,,0.12066666781902313,0.0010000000474974513,5
,0.12816666066646576,,0.12066666781902313,0.0010000000474974513,6
,0.12816666066646576,,0.12066666781902313,0.0010000000474974513,7
,0.12816666066646576,,0.12066666781902313,0.0010000000474974513,8
,0.12816666066646576,,0.12066666781902313,0.0010000000474974513,9
,0.12816666066646576,,0.12066666781902313,0.0010000000474974513,10
,0.12816666066646576,,0.12066666781902313,0.0010000000474974513,11
,0.12816666066646576,,0.12066666781902313,0.0010000000474974513,12
,0.12816666066646576,,0.12066666781902313,0.0005000000237487257,13
,0.12816666066646576,,0.12066666781902313,0.0005000000237487257,14
,0.12816666066646576,,0.12066666781902313,0.0005000000237487257,15
,0.12816666066646576,,0.12066666781902313,0.0005000000237487257,16
,0.12816666066646576,,0.12066666781902313,0.0005000000237487257,17
,0.12816666066646576,,0.12066666781902313,0.0005000000237487257,18
,0.12816666066646576,,0.12066666781902313,0.0005000000237487257,19
,0.12816666066646576,,0.12066666781902313,0.0005000000237487257,20
,0.12816666066646576,,0.12066666781902313,0.0002500000118743628,21
,0.12816666066646576,,0.12066666781902313,0.0002500000118743628,22
,0.12816666066646576,,0.12066666781902313,0.0002500000118743628,23
,0.12816666066646576,,0.12066666781902313,0.0002500000118743628,24
,0.12816666066646576,,0.12066666781902313,0.0002500000118743628,25
,0.12816666066646576,,0.12066666781902313,0.0002500000118743628,26
,0.12816666066646576,,0.12066666781902313,0.0002500000118743628,27
,0.12816666066646576,,0.12066666781902313,0.0002500000118743628,28
