epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy,learning_rate
0,1.4779402017593384,0.2496408075094223,1.4034943580627441,0.29878050088882446,0.00019999999494757503
1,1.3990205526351929,0.29525861144065857,1.3585724830627441,0.3313008248806,0.00019999999494757503
2,1.377547025680542,0.3045977056026459,1.3817259073257446,0.3211382031440735,0.00019999999494757503
3,1.356125831604004,0.3322557508945465,1.341825246810913,0.36788618564605713,0.00019999999494757503
4,1.3445228338241577,0.3239942491054535,1.3090887069702148,0.3658536672592163,0.00019999999494757503
5,1.3273862600326538,0.3538074791431427,1.3551963567733765,0.33943089842796326,0.00019999999494757503
6,1.306484341621399,0.3649425208568573,1.3011224269866943,0.41260161995887756,0.00019999999494757503
7,1.302444338798523,0.3660201132297516,1.39296555519104,0.28455284237861633,0.00019999999494757503
8,1.2763103246688843,0.38182470202445984,1.334453821182251,0.353658527135849,0.00019999999494757503
9,1.2406811714172363,0.4066092073917389,1.2851289510726929,0.3841463327407837,9.999999747378752e-05
10,1.2207612991333008,0.41989943385124207,1.308882713317871,0.36178863048553467,9.999999747378752e-05
11,1.2115676403045654,0.42205458879470825,1.300731897354126,0.3638211488723755,9.999999747378752e-05
12,1.1872012615203857,0.4382183849811554,1.2912187576293945,0.38211381435394287,4.999999873689376e-05
13,1.1822428703308105,0.4407327473163605,1.3086456060409546,0.3861788511276245,4.999999873689376e-05
14,1.150302529335022,0.46443966031074524,1.3425414562225342,0.38211381435394287,2.499999936844688e-05
