epoch,env_car_attack_head_loss,env_car_attack_head_mae,env_car_decay_head_loss,env_car_decay_head_mae,env_car_release_head_loss,env_car_release_head_mae,env_car_sustain_head_loss,env_car_sustain_head_mae,env_mod_attack_head_loss,env_mod_attack_head_mae,env_mod_decay_head_loss,env_mod_decay_head_mae,env_mod_release_head_loss,env_mod_release_head_mae,env_mod_sustain_head_loss,env_mod_sustain_head_mae,feedback_head_loss,feedback_head_mae,index_12_head_loss,index_12_head_mae,index_23_head_loss,index_23_head_mae,index_3c_head_loss,index_3c_head_mae,index_4c_head_loss,index_4c_head_mae,index_5c_head_loss,index_5c_head_mae,key_scaling_head_loss,key_scaling_head_mae,lfo_depth_cents_head_loss,lfo_depth_cents_head_mae,lfo_rate_head_loss,lfo_rate_head_mae,loss,val_env_car_attack_head_loss,val_env_car_attack_head_mae,val_env_car_decay_head_loss,val_env_car_decay_head_mae,val_env_car_release_head_loss,val_env_car_release_head_mae,val_env_car_sustain_head_loss,val_env_car_sustain_head_mae,val_env_mod_attack_head_loss,val_env_mod_attack_head_mae,val_env_mod_decay_head_loss,val_env_mod_decay_head_mae,val_env_mod_release_head_loss,val_env_mod_release_head_mae,val_env_mod_sustain_head_loss,val_env_mod_sustain_head_mae,val_feedback_head_loss,val_feedback_head_mae,val_index_12_head_loss,val_index_12_head_mae,val_index_23_head_loss,val_index_23_head_mae,val_index_3c_head_loss,val_index_3c_head_mae,val_index_4c_head_loss,val_index_4c_head_mae,val_index_5c_head_loss,val_index_5c_head_mae,val_key_scaling_head_loss,val_key_scaling_head_mae,val_lfo_depth_cents_head_loss,val_lfo_depth_cents_head_mae,val_lfo_rate_head_loss,val_lfo_rate_head_mae,val_loss,learning_rate
1,0.3598393499851227,0.7322907447814941,0.4784870445728302,0.8835843801498413,0.20002783834934235,0.5081494450569153,0.4672009348869324,0.8722033500671387,0.41678234934806824,0.8060659766197205,0.4730742871761322,0.8770247101783752,0.31005996465682983,0.6621008515357971,0.4532899558544159,0.8553920388221741,0.48692914843559265,0.8925377726554871,0.46154722571372986,0.8563185930252075,0.4526960849761963,0.8474244475364685,0.46187058091163635,0.861564576625824,0.4580918252468109,0.8561574816703796,0.45241880416870117,0.8526499271392822,0.47899097204208374,0.8819987773895264,0.4816591143608093,0.8817270398139954,0.4794529378414154,0.8819591403007507,4.2530317306518555,0.3368849754333496,0.6963757276535034,0.475076824426651,0.8825256824493408,0.084573894739151,0.29921355843544006,0.506409227848053,0.926196277141571,0.34960123896598816,0.7268271446228027,0.47054964303970337,0.8792932629585266,0.15594162046909332,0.4239690899848938,0.4596898555755615,0.8698572516441345,0.44447001814842224,0.8458214402198792,0.43366968631744385,0.8256267309188843,0.4894845485687256,0.9019389748573303,0.4380059242248535,0.8338152170181274,0.41577455401420593,0.8127309083938599,0.44894111156463623,0.8448200821876526,0.4794110953807831,0.8887242078781128,0.4752631187438965,0.8816117644309998,0.46323347091674805,0.8712579011917114,3.984635353088379,0.00019999999494757503
2,0.33936628699302673,0.7058459520339966,0.4628841280937195,0.8621718287467957,0.14607836306095123,0.42995861172676086,0.45936015248298645,0.8666861653327942,0.3964133560657501,0.7858911156654358,0.4662393033504486,0.8682706356048584,0.20527543127536774,0.517405092716217,0.4272269308567047,0.8220028877258301,0.47867563366889954,0.8832719326019287,0.4566917419433594,0.8510904312133789,0.45166388154029846,0.8487790822982788,0.4571545124053955,0.8560210466384888,0.45878952741622925,0.859265923500061,0.45247510075569153,0.8563753962516785,0.4710860848426819,0.8749632835388184,0.4764794409275055,0.8767170310020447,0.47729742527008057,0.8804612159729004,4.08472204208374,0.29883891344070435,0.6292363405227661,0.475161612033844,0.8847396373748779,0.06945660710334778,0.26956433057785034,0.4735570251941681,0.8936141729354858,0.336855947971344,0.7050173878669739,0.4640201926231384,0.8667011857032776,0.13827826082706451,0.4097764790058136,0.38136953115463257,0.7746005654335022,0.44609418511390686,0.847698986530304,0.4450726807117462,0.831042468547821,0.48575401306152344,0.8955392837524414,0.4333457946777344,0.8326495885848999,0.41642919182777405,0.8121089935302734,0.4464910626411438,0.8408185243606567,0.4821375012397766,0.8896859884262085,0.48521971702575684,0.8934166431427002,0.4674927294254303,0.8739422559738159,3.88511323928833,0.00019999999494757503
3,0.2987656891345978,0.6497834324836731,0.452367901802063,0.8506166934967041,0.12756499648094177,0.40044599771499634,0.43468254804611206,0.8319411277770996,0.3698957562446594,0.7500678896903992,0.44979894161224365,0.8481385707855225,0.15583574771881104,0.43904244899749756,0.3798489272594452,0.7601964473724365,0.47764214873313904,0.8821486830711365,0.4505361020565033,0.842333972454071,0.44783976674079895,0.8446311354637146,0.45294004678726196,0.8549994826316833,0.4496156871318817,0.8464121222496033,0.4477554261684418,0.8464066982269287,0.4641428589820862,0.8664821982383728,0.4727219343185425,0.8720170855522156,0.47135505080223083,0.8735913634300232,3.9243788719177246,0.24315540492534637,0.5719181895256042,0.4612416923046112,0.8665825724601746,0.07437508553266525,0.2967110872268677,0.44723203778266907,0.8603881001472473,0.28069427609443665,0.6227509379386902,0.4474985599517822,0.8441522121429443,0.0993732139468193,0.32859373092651367,0.35356685519218445,0.7250561118125916,0.44589224457740784,0.8449138402938843,0.43567630648612976,0.8261614441871643,0.49301770329475403,0.9078722596168518,0.42685291171073914,0.8256498575210571,0.42030012607574463,0.820656418800354,0.4462420344352722,0.8385335206985474,0.4797132611274719,0.8870701789855957,0.4803909659385681,0.8874073028564453,0.47089526057243347,0.8788915276527405,3.747006416320801,0.00019999999494757503
4,0.27174457907676697,0.6172899007797241,0.43946895003318787,0.8330535292625427,0.1135801151394844,0.3762432932853699,0.4133411645889282,0.8068654537200928,0.3177242577075958,0.6828659176826477,0.4400937259197235,0.8348900079727173,0.14565905928611755,0.4276818335056305,0.36733704805374146,0.7396227717399597,0.47579097747802734,0.8835505247116089,0.45246943831443787,0.8458596467971802,0.4382646083831787,0.8334378600120544,0.4533878564834595,0.8533391952514648,0.4479360580444336,0.8462343811988831,0.4452551603317261,0.844674825668335,0.4640798568725586,0.8682965636253357,0.4681282937526703,0.8649078607559204,0.4747958183288574,0.8764950037002563,3.8229517936706543,0.22890116274356842,0.5577781200408936,0.44614362716674805,0.8490704894065857,0.06333890557289124,0.2660995125770569,0.48752039670944214,0.9006534218788147,0.24142415821552277,0.5687691569328308,0.4375441074371338,0.8330119848251343,0.0891173779964447,0.30982765555381775,0.32961609959602356,0.701910674571991,0.4507511556148529,0.8501719832420349,0.43714043498039246,0.8311359286308289,0.49330073595046997,0.9073274731636047,0.43172046542167664,0.8281886577606201,0.41856294870376587,0.8189107775688171,0.4460083246231079,0.8362460732460022,0.4839937090873718,0.8907774090766907,0.47840940952301025,0.8862140774726868,0.46736669540405273,0.87630295753479,3.7000865936279297,0.00019999999494757503
5,0.23888728022575378,0.5730870366096497,0.43173155188560486,0.8213810324668884,0.10091640055179596,0.3555794656276703,0.41289615631103516,0.8066730499267578,0.2855668067932129,0.6375945806503296,0.407714307308197,0.7915778160095215,0.13276392221450806,0.4058598577976227,0.3489713668823242,0.7164710164070129,0.47592756152153015,0.8834593296051025,0.4468941390514374,0.8409161567687988,0.4407467842102051,0.8365641832351685,0.4472382664680481,0.8468912839889526,0.44834572076797485,0.8487163782119751,0.44833579659461975,0.8496178984642029,0.45683541893959045,0.8572295904159546,0.4667440354824066,0.8647766709327698,0.4671093225479126,0.8690916299819946,3.723304510116577,0.2228083312511444,0.5415738821029663,0.4211254119873047,0.8172085285186768,0.07560404390096664,0.2880661189556122,0.4443689286708832,0.8547059893608093,0.2102469652891159,0.5355059504508972,0.3849017322063446,0.7617021203041077,0.10320188850164413,0.33760562539100647,0.30558380484580994,0.6703231334686279,0.4503042697906494,0.8479401469230652,0.4373219609260559,0.8311542868614197,0.48314881324768066,0.8947783708572388,0.43142950534820557,0.8280865550041199,0.41792505979537964,0.8171796798706055,0.4480627179145813,0.8380789756774902,0.47772061824798584,0.8833163976669312,0.47815853357315063,0.8866013288497925,0.47028252482414246,0.8792074918746948,3.605569839477539,0.00019999999494757503
6,0.2377362996339798,0.5702688694000244,0.4172568917274475,0.8047131299972534,0.09230989962816238,0.3364005982875824,0.4001652002334595,0.7895137667655945,0.26031437516212463,0.6007639765739441,0.3707616925239563,0.7456656098365784,0.11424680799245834,0.37123537063598633,0.3360530436038971,0.7004647850990295,0.4727724492549896,0.8806949257850647,0.4406014680862427,0.833733320236206,0.4380345940589905,0.8340709209442139,0.44459718465805054,0.8412802815437317,0.4505127966403961,0.8507509827613831,0.44793662428855896,0.8483526110649109,0.45332708954811096,0.8529502749443054,0.4634624421596527,0.8606588244438171,0.4636477828025818,0.8662211298942566,3.634382963180542,0.2214505672454834,0.5409243702888489,0.40572789311408997,0.7943513989448547,0.055449776351451874,0.2337716817855835,0.42098018527030945,0.8257584571838379,0.18888412415981293,0.49092304706573486,0.34988659620285034,0.7098230123519897,0.07740199565887451,0.28777220845222473,0.29063060879707336,0.6508923172950745,0.4484398663043976,0.8467004895210266,0.43222302198410034,0.8241344094276428,0.48026812076568604,0.8894429206848145,0.4295823574066162,0.8241106271743774,0.4203183352947235,0.8194616436958313,0.44530776143074036,0.8392130136489868,0.4856147766113281,0.8889601230621338,0.48307856917381287,0.8908704519271851,0.4795343279838562,0.8898218274116516,3.5184242725372314,0.00019999999494757503
7,0.2270849645137787,0.5530983209609985,0.40270501375198364,0.7819287776947021,0.08901605010032654,0.32972288131713867,0.3952612578868866,0.7827945351600647,0.24395909905433655,0.5778053402900696,0.34293055534362793,0.702824592590332,0.10464414954185486,0.35794079303741455,0.3240199685096741,0.6834606528282166,0.47147414088249207,0.8745662569999695,0.44644251465797424,0.8401803970336914,0.4379831552505493,0.8335760831832886,0.4413596987724304,0.8412901163101196,0.446554571390152,0.8446212410926819,0.4467330276966095,0.8485914468765259,0.45525258779525757,0.8538116216659546,0.46333765983581543,0.8612369298934937,0.4736473560333252,0.8766596913337708,3.58009672164917,0.21904461085796356,0.5297729969024658,0.4103485643863678,0.8010848164558411,0.045210354030132294,0.20688314735889435,0.42153608798980713,0.8213179111480713,0.19658821821212769,0.5143613219261169,0.34114551544189453,0.7003765106201172,0.06650862842798233,0.26115986704826355,0.28218138217926025,0.6261768937110901,0.4506262242794037,0.8491901755332947,0.4340890944004059,0.8257170915603638,0.48775604367256165,0.9045183658599854,0.4313722550868988,0.8239955902099609,0.41604116559028625,0.8151964545249939,0.44641298055648804,0.8378852009773254,0.47613856196403503,0.8838405609130859,0.47689130902290344,0.8856980800628662,0.47419214248657227,0.8841005563735962,3.4982776641845703,0.00019999999494757503
8,0.21402879059314728,0.5376412868499756,0.4049667716026306,0.7897545099258423,0.08352655172348022,0.319856733083725,0.38305211067199707,0.7670372128486633,0.23499304056167603,0.5663021206855774,0.3198574483394623,0.6706487536430359,0.0990283265709877,0.34460875391960144,0.3187035620212555,0.6791988611221313,0.47183749079704285,0.875836968421936,0.4430977702140808,0.8340197205543518,0.43601542711257935,0.8316532969474792,0.44189906120300293,0.8399677276611328,0.4461612403392792,0.8443166017532349,0.44714733958244324,0.8473730683326721,0.4596833288669586,0.8591232895851135,0.4646095931529999,0.861522912979126,0.46530747413635254,0.8675105571746826,3.534743070602417,0.2226027548313141,0.5346957445144653,0.396799236536026,0.7825995087623596,0.0513455867767334,0.2301323115825653,0.4319387674331665,0.8302358388900757,0.18766391277313232,0.4807775020599365,0.3055174648761749,0.6495928168296814,0.0757676213979721,0.28138673305511475,0.28908205032348633,0.6341526508331299,0.4467974007129669,0.8447235822677612,0.43340837955474854,0.8278743028640747,0.4808382987976074,0.8929629325866699,0.432799369096756,0.8263407349586487,0.41771507263183594,0.8131517171859741,0.44605058431625366,0.8373015522956848,0.47537222504615784,0.8816430568695068,0.48011961579322815,0.8888106346130371,0.47279036045074463,0.8839260339736938,3.478895664215088,0.00019999999494757503
9,0.2122386395931244,0.5324908494949341,0.40629419684410095,0.789527177810669,0.08107928186655045,0.31500157713890076,0.37919336557388306,0.7615737915039062,0.21987617015838623,0.5446738600730896,0.3114001750946045,0.6562736630439758,0.0919603556394577,0.3297806978225708,0.29761624336242676,0.6471042037010193,0.47190773487091064,0.8773396611213684,0.4414026439189911,0.8348245620727539,0.43469756841659546,0.8281000256538391,0.44298961758613586,0.8385851383209229,0.4470479190349579,0.8465629816055298,0.4441487193107605,0.8434718251228333,0.45425945520401,0.8510223031044006,0.4635555148124695,0.860562264919281,0.46567070484161377,0.866987407207489,3.496497392654419,0.2204100638628006,0.5360773801803589,0.4014292359352112,0.7941827774047852,0.052444882690906525,0.22604703903198242,0.4070243239402771,0.8016452193260193,0.1644347757101059,0.45313581824302673,0.2857496440410614,0.6005539894104004,0.06780355423688889,0.2517772614955902,0.2648635804653168,0.6024614572525024,0.4477185904979706,0.8474606275558472,0.43680036067962646,0.8297576308250427,0.48838165402412415,0.9042441248893738,0.4368564784526825,0.8289976716041565,0.4161166250705719,0.8123772740364075,0.4480081796646118,0.8413275480270386,0.47796010971069336,0.8836851716041565,0.47639042139053345,0.8854796886444092,0.47599974274635315,0.8876664042472839,3.437347412109375,0.00019999999494757503
10,0.20622342824935913,0.5245595574378967,0.40203073620796204,0.7832260727882385,0.0711132064461708,0.29445719718933105,0.3731405436992645,0.7544109225273132,0.2046860158443451,0.5203500986099243,0.2845064699649811,0.6218456625938416,0.09192584455013275,0.32946425676345825,0.2917012870311737,0.6422054171562195,0.47001609206199646,0.874765157699585,0.4382961392402649,0.8311520218849182,0.4343692362308502,0.8277573585510254,0.44434022903442383,0.842093288898468,0.44170457124710083,0.8380069732666016,0.44365933537483215,0.8407825231552124,0.4553999602794647,0.8551613688468933,0.46231284737586975,0.8599129915237427,0.4637608528137207,0.8657379746437073,3.4459967613220215,0.2120000720024109,0.5287796854972839,0.40039271116256714,0.7880626916885376,0.04332221671938896,0.20011641085147858,0.4128079414367676,0.8071562647819519,0.17432038486003876,0.4645731747150421,0.2741410732269287,0.5973424315452576,0.06505975127220154,0.2504013776779175,0.2572791874408722,0.5962214469909668,0.447120726108551,0.8478884696960449,0.4323585331439972,0.8266388773918152,0.4892006516456604,0.9051237106323242,0.4305931329727173,0.8238382339477539,0.41666078567504883,0.8125265836715698,0.4452905058860779,0.8397359848022461,0.4820050001144409,0.8891920447349548,0.4810654819011688,0.8892539143562317,0.4844282567501068,0.897179126739502,3.4230616092681885,0.00019999999494757503
11,0.2018316239118576,0.5206189751625061,0.4021579623222351,0.7832317352294922,0.07432416826486588,0.30165988206863403,0.3764638900756836,0.7572934627532959,0.19742612540721893,0.5119338035583496,0.2675296664237976,0.5970563888549805,0.0833720862865448,0.31337037682533264,0.28310662508010864,0.6337486505508423,0.46928733587265015,0.875176191329956,0.44052186608314514,0.8337885737419128,0.4326997399330139,0.8257926106452942,0.4409254193305969,0.8393621444702148,0.44258201122283936,0.8391966819763184,0.440721720457077,0.8404691219329834,0.4546617567539215,0.8537721037864685,0.45928144454956055,0.8571710586547852,0.46419525146484375,0.8658923506736755,3.417825937271118,0.20977601408958435,0.5238717794418335,0.41086849570274353,0.8048450946807861,0.0379120297729969,0.1823621541261673,0.38830429315567017,0.7797605395317078,0.1640608012676239,0.4578327536582947,0.2522611916065216,0.5619347095489502,0.05687503516674042,0.23409514129161835,0.2663225829601288,0.6101879477500916,0.4462480843067169,0.8472803831100464,0.43700742721557617,0.827131986618042,0.49361085891723633,0.9103742837905884,0.42912110686302185,0.8245434761047363,0.41869720816612244,0.8175604939460754,0.4511607885360718,0.8455644845962524,0.48141124844551086,0.8871639370918274,0.48292896151542664,0.892304539680481,0.48399874567985535,0.8946653604507446,3.4028968811035156,0.00019999999494757503
12,0.18996141850948334,0.49977681040763855,0.40837541222572327,0.7893083691596985,0.07084470242261887,0.29424139857292175,0.3616842031478882,0.7393671870231628,0.19896678626537323,0.5102115273475647,0.2452888935804367,0.5632689595222473,0.08446227014064789,0.3145751357078552,0.2812625765800476,0.6279487609863281,0.4712439477443695,0.8756192326545715,0.43992850184440613,0.8316402435302734,0.42770618200302124,0.8173782229423523,0.4354381263256073,0.8334218263626099,0.4419350326061249,0.8408498764038086,0.43683403730392456,0.8364974856376648,0.4519830048084259,0.8496261835098267,0.4560019373893738,0.8544450998306274,0.46414563059806824,0.8658888339996338,3.380099296569824,0.2204720824956894,0.5408117175102234,0.4122472107410431,0.8047623634338379,0.0489136166870594,0.21120375394821167,0.3944531977176666,0.7817347049713135,0.1679529994726181,0.44780632853507996,0.2352665215730667,0.5365114808082581,0.06945282220840454,0.2633529007434845,0.259090393781662,0.5924582481384277,0.4461180567741394,0.8451051115989685,0.4319511651992798,0.8244343400001526,0.4752839207649231,0.8832175135612488,0.43024054169654846,0.8240739703178406,0.41763198375701904,0.8176589608192444,0.4533289074897766,0.8437241315841675,0.4750208854675293,0.8799327611923218,0.4797767996788025,0.8907291889190674,0.48027604818344116,0.89115971326828,3.3954343795776367,0.00019999999494757503
13,0.1891540288925171,0.503198504447937,0.4003933370113373,0.7827784419059753,0.06953278928995132,0.28965455293655396,0.34538453817367554,0.7176251411437988,0.18871061503887177,0.4972701966762543,0.23580467700958252,0.5512892007827759,0.07855020463466644,0.3029845654964447,0.2644360065460205,0.6025668382644653,0.46918609738349915,0.873272180557251,0.433964341878891,0.824873149394989,0.4303783178329468,0.8213923573493958,0.43714439868927,0.8341782689094543,0.4409430921077728,0.8365736603736877,0.4453794062137604,0.8466225862503052,0.4485815763473511,0.8476327657699585,0.4622749388217926,0.8577412366867065,0.45799773931503296,0.859228789806366,3.343294620513916,0.21091888844966888,0.5171793103218079,0.4111289083957672,0.8046887516975403,0.040880024433135986,0.19933132827281952,0.35511380434036255,0.7258463501930237,0.18797418475151062,0.4843531847000122,0.22428902983665466,0.51199871301651,0.06262239068746567,0.2464781403541565,0.2854697108268738,0.6223127245903015,0.44514670968055725,0.8432891964912415,0.4313369393348694,0.825995922088623,0.47571423649787903,0.8833866119384766,0.4277517795562744,0.8243218660354614,0.41492098569869995,0.8125514388084412,0.4483046531677246,0.8399773836135864,0.47053617238998413,0.8745752573013306,0.47857651114463806,0.8867206573486328,0.486381471157074,0.8987564444541931,3.372018814086914,0.00019999999494757503
14,0.19248107075691223,0.5040380954742432,0.3869866132736206,0.7667717933654785,0.06813064217567444,0.28604012727737427,0.31626349687576294,0.6786742210388184,0.18926262855529785,0.49839282035827637,0.2295837551355362,0.541777491569519,0.078831747174263,0.3037659823894501,0.2681843638420105,0.6057900786399841,0.46372276544570923,0.866380512714386,0.4386090338230133,0.8304893374443054,0.42729464173316956,0.8205361366271973,0.4340874254703522,0.82843017578125,0.43766075372695923,0.8323556184768677,0.4365382194519043,0.8347657918930054,0.4441981315612793,0.8417873978614807,0.4535890817642212,0.8475330471992493,0.4550999701023102,0.8541572093963623,3.300917625427246,0.21242929995059967,0.5323778986930847,0.41013363003730774,0.800540566444397,0.039864614605903625,0.20225973427295685,0.32678040862083435,0.6876023411750793,0.1609429568052292,0.43944409489631653,0.22990599274635315,0.5179089903831482,0.0681193545460701,0.2627755105495453,0.22931578755378723,0.5545409917831421,0.4495468735694885,0.8480396270751953,0.438183069229126,0.8275136947631836,0.4869837760925293,0.8995267152786255,0.4303894639015198,0.8273606300354004,0.4222257137298584,0.8197748064994812,0.45041516423225403,0.8441769480705261,0.4694378972053528,0.8737580180168152,0.4814148545265198,0.8895863890647888,0.4814783036708832,0.8912631869316101,3.3401525020599365,0.00019999999494757503
