log_mel_mae,loss,mae,stft_mae,val_log_mel_mae,val_loss,val_mae,val_stft_mae,learning_rate,epoch
5.145888805389404,4.006695747375488,0.248726949095726,1.3485547304153442,5.070779800415039,3.953979730606079,0.24870048463344574,1.3481090068817139,0.0010000000474974513,0
4.852571487426758,3.7942001819610596,0.24954038858413696,1.324657678604126,4.695898056030273,3.687304735183716,0.24973441660404205,1.333915114402771,0.0010000000474974513,1
4.7218546867370605,3.6977322101593018,0.2500660717487335,1.3080828189849854,4.627551555633545,3.6308085918426514,0.2493801862001419,1.30508553981781,0.0010000000474974513,2
4.611085891723633,3.611501693725586,0.25053519010543823,1.2791317701339722,4.524205207824707,3.555011510848999,0.25042957067489624,1.2935434579849243,0.0010000000474974513,3
4.523063659667969,3.546353816986084,0.25092652440071106,1.267364501953125,4.500741958618164,3.5378658771514893,0.25196611881256104,1.291149377822876,0.0010000000474974513,4
4.444990158081055,3.4889791011810303,0.2514633536338806,1.2582790851593018,4.521485805511475,3.543070077896118,0.2511780858039856,1.2600988149642944,0.0010000000474974513,5
4.411421775817871,3.463070869445801,0.2515524923801422,1.2502524852752686,4.31597375869751,3.3974618911743164,0.25110381841659546,1.2542659044265747,0.0010000000474974513,6
4.374173641204834,3.4357597827911377,0.25168925523757935,1.2461200952529907,4.374311923980713,3.4340319633483887,0.2511163055896759,1.240055799484253,0.0010000000474974513,7
4.3473639488220215,3.415330410003662,0.25189444422721863,1.2405686378479004,4.438506603240967,3.4762284755706787,0.250415176153183,1.2309077978134155,0.0010000000474974513,8
4.333324432373047,3.4043831825256348,0.252022922039032,1.236858606338501,4.3158040046691895,3.3927102088928223,0.25133606791496277,1.2388315200805664,0.0010000000474974513,9
4.308985233306885,3.3856701850891113,0.25207144021987915,1.2312545776367188,4.137670040130615,3.2672672271728516,0.2506895065307617,1.236333966255188,0.0010000000474974513,10
4.28268575668335,3.366245985031128,0.2522088885307312,1.2278871536254883,4.0610151290893555,3.208301544189453,0.2513393461704254,1.2186403274536133,0.0010000000474974513,11
4.2786478996276855,3.3630287647247314,0.25240451097488403,1.226577639579773,4.087155342102051,3.226386070251465,0.2504968047142029,1.2179254293441772,0.0010000000474974513,12
