epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy,learning_rate
0,0.3206528127193451,0.5796470642089844,0.32152634859085083,0.6456666588783264,0.00019999999494757503
1,0.2863966226577759,0.6633235216140747,0.26918694376945496,0.7056666612625122,0.00019999999494757503
2,0.27205073833465576,0.6933823823928833,0.2554610073566437,0.7183333039283752,0.00019999999494757503
3,0.2627854347229004,0.7093823552131653,0.24604462087154388,0.7390000224113464,0.00019999999494757503
4,0.25564640760421753,0.7200000286102295,0.2428930699825287,0.7394999861717224,0.00019999999494757503
5,0.24933195114135742,0.7297058701515198,0.2453913539648056,0.7423333525657654,0.00019999999494757503
6,0.2431020438671112,0.7386470437049866,0.23647092282772064,0.746833324432373,0.00019999999494757503
7,0.2379366010427475,0.7485294342041016,0.24644462764263153,0.7426666617393494,0.00019999999494757503
8,0.23119410872459412,0.75458824634552,0.24263107776641846,0.7458333373069763,0.00019999999494757503
9,0.21620610356330872,0.7762647271156311,0.22620530426502228,0.7676666378974915,9.999999747378752e-05
10,0.20882412791252136,0.7861470580101013,0.2266557812690735,0.7634999752044678,9.999999747378752e-05
11,0.20190398395061493,0.7942647337913513,0.23096583783626556,0.7706666588783264,9.999999747378752e-05
12,0.19433386623859406,0.803852915763855,0.22004365921020508,0.7749999761581421,4.999999873689376e-05
13,0.18877029418945312,0.8107059001922607,0.22188273072242737,0.7764999866485596,4.999999873689376e-05
14,0.18617919087409973,0.8151176571846008,0.22274617850780487,0.7763333320617676,4.999999873689376e-05
15,0.18047581613063812,0.8217058777809143,0.22109568119049072,0.7749999761581421,2.499999936844688e-05
16,0.17799599468708038,0.8238823413848877,0.22569847106933594,0.778166651725769,2.499999936844688e-05
17,0.17374221980571747,0.8296470642089844,0.22578021883964539,0.7773333191871643,1.249999968422344e-05
