file_name,pitch,pitch_hz,fft_distance,stft_distance,log_mel_spectrogram_distance_raw,log_mel_spectrogram_distance_normalized,frames
bass_electronic_018-022-100.wav,22,29.13523509488062,31979.970703125,7000.1904296875,691.6068115234375,0.15311808715838274,126
bass_electronic_018-023-025.wav,23,30.86770632850775,32024.658203125,7007.259765625,1010.7393188476562,0.2604462683983163,126
bass_electronic_018-023-075.wav,23,30.86770632850775,33808.14453125,6833.1337890625,727.3284301757812,0.1655284080112281,126
bass_electronic_018-023-127.wav,23,30.86770632850775,33743.984375,6843.28076171875,765.817626953125,0.17411863511116143,126
bass_electronic_018-024-025.wav,24,32.70319566257483,33473.63671875,6817.30126953125,764.3508911132812,0.18142012512199343,126
bass_electronic_018-024-100.wav,24,32.70319566257483,32921.97265625,6872.314453125,728.582275390625,0.1670867902876362,126
bass_electronic_018-026-025.wav,26,36.70809598967594,31033.8359375,6667.0869140625,740.9412231445312,0.17565110643180734,126
bass_electronic_018-026-075.wav,26,36.70809598967594,31611.140625,6710.57470703125,709.1246337890625,0.16294242403638956,126
bass_electronic_018-026-127.wav,26,36.70809598967594,31376.341796875,6783.3427734375,730.7156372070312,0.16762483999252664,126
bass_electronic_018-027-075.wav,27,38.890872965260115,31501.865234375,6762.66015625,809.86328125,0.18294206937415636,126
bass_electronic_018-029-025.wav,29,43.653528929125486,30750.2890625,6601.05615234375,699.3837280273438,0.16627424309085695,126
bass_electronic_018-029-075.wav,29,43.653528929125486,31105.1796875,6622.10009765625,720.1820068359375,0.16860885295140104,126
bass_electronic_018-030-050.wav,30,46.2493028389543,31541.291015625,6613.60400390625,731.7645874023438,0.17076253853441875,126
bass_electronic_018-031-025.wav,31,48.999429497718666,35128.3984375,6491.38232421875,657.3759765625,0.15475436202358905,126
bass_electronic_018-032-025.wav,32,51.91308719749314,35390.30078125,6424.7890625,730.3678588867188,0.17666397401924958,126
bass_electronic_018-032-127.wav,32,51.91308719749314,34541.859375,6560.1845703125,726.51953125,0.16826971521267417,126
bass_electronic_018-033-075.wav,33,55.0,34666.41796875,6609.18212890625,867.8897094726562,0.2041869166254258,126
bass_electronic_018-035-075.wav,35,61.7354126570155,30512.583984375,6519.97412109375,792.866943359375,0.18931217692421948,126
bass_electronic_018-035-100.wav,35,61.7354126570155,30484.59765625,6573.00439453125,785.027099609375,0.18485672052079302,126
bass_electronic_018-035-127.wav,35,61.7354126570155,30447.576171875,6605.53125,811.1959838867188,0.19235134975857224,126
bass_electronic_018-037-025.wav,37,69.29565774421802,31876.06640625,6504.7734375,756.7996826171875,0.18272435853604133,126
bass_electronic_018-037-050.wav,37,69.29565774421802,31974.98046875,6606.93896484375,728.2433471679688,0.1722693274826107,126
bass_electronic_018-037-100.wav,37,69.29565774421802,31131.12109375,6592.13916015625,767.0209350585938,0.18066115675390704,126
bass_electronic_018-040-050.wav,40,82.4068892282175,31532.02734375,6661.76708984375,843.9854125976562,0.21062775457890098,126
bass_electronic_018-040-100.wav,40,82.4068892282175,31481.337890625,6742.123046875,855.2574462890625,0.20818859343844226,126
bass_electronic_018-041-050.wav,41,87.30705785825097,32026.220703125,6776.2060546875,831.0111083984375,0.20189642526124835,126
bass_electronic_018-043-075.wav,43,97.99885899543733,33106.6171875,6827.98193359375,778.7628173828125,0.19135853831397098,126
bass_electronic_018-044-075.wav,44,103.82617439498628,32274.13671875,6902.171875,796.9577026367188,0.1949079695772112,126
bass_electronic_018-045-075.wav,45,110.0,31452.19921875,6876.13037109375,787.6207885742188,0.19116153054145357,126
bass_electronic_018-048-075.wav,48,130.8127826502993,32292.6015625,6967.79833984375,785.6666259765625,0.19348875731462234,126
bass_electronic_018-049-050.wav,49,138.59131548843604,31846.05859375,6969.5087890625,788.0057983398438,0.19610349569980526,126
bass_electronic_018-049-075.wav,49,138.59131548843604,31819.23046875,6962.33935546875,784.6921997070312,0.19230704911013768,126
bass_electronic_018-050-025.wav,50,146.8323839587038,33150.390625,6796.8388671875,722.583984375,0.18464807174444747,126
bass_electronic_018-050-075.wav,50,146.8323839587038,33015.08203125,6791.07958984375,727.3702392578125,0.17983299415678738,126
bass_electronic_018-051-100.wav,51,155.56349186104046,32037.126953125,6831.9560546875,729.3148193359375,0.17642843154069637,126
bass_electronic_018-052-075.wav,52,164.81377845643496,31352.04296875,6682.017578125,731.3543701171875,0.1772228017321246,126
bass_electronic_018-053-075.wav,53,174.61411571650194,33861.3984375,6679.13427734375,702.1988525390625,0.17335499070423482,126
bass_electronic_018-054-050.wav,54,184.9972113558172,30600.734375,6623.88232421875,679.9415893554688,0.17325252501751628,126
bass_electronic_018-054-100.wav,54,184.9972113558172,30826.8125,6710.3017578125,707.5819702148438,0.1730585239685207,126
bass_electronic_018-056-025.wav,56,207.65234878997256,31271.580078125,6712.3486328125,676.7178344726562,0.17432599087413675,126
bass_electronic_018-057-100.wav,57,220.0,32836.21875,6774.57177734375,702.98828125,0.17308192141947085,126
bass_electronic_018-058-100.wav,58,233.08188075904496,30939.07421875,6723.224609375,712.790771484375,0.1781396757013219,126
bass_electronic_018-059-025.wav,59,246.94165062806206,33187.78515625,6724.02392578125,679.9705200195312,0.17964664139330225,126
bass_electronic_018-060-075.wav,60,261.6255653005986,31150.423828125,6716.2216796875,694.1268920898438,0.17677590176954736,126
bass_electronic_018-061-050.wav,61,277.1826309768721,33032.3671875,6731.44677734375,712.2310180664062,0.1837268677072551,126
bass_electronic_018-061-075.wav,61,277.1826309768721,33521.2890625,6753.595703125,736.86083984375,0.18693572722160148,126
bass_electronic_018-062-025.wav,62,293.6647679174076,32993.9921875,6719.79052734375,692.9872436523438,0.18123925868072271,126
bass_electronic_018-062-075.wav,62,293.6647679174076,32298.8828125,6764.505859375,733.4238891601562,0.18538836465489833,126
bass_electronic_018-063-050.wav,63,311.1269837220809,31036.759765625,6735.8291015625,670.3610229492188,0.17457140722750622,126
bass_electronic_018-063-075.wav,63,311.1269837220809,31103.06640625,6783.76171875,719.7288208007812,0.18052335749366763,126
bass_electronic_025-022-050.wav,22,29.13523509488062,32059.708984375,7017.966796875,1004.1771240234375,0.26069846186297907,126
bass_electronic_025-023-100.wav,23,30.86770632850775,33220.96875,7250.48486328125,787.9356079101562,0.1813151072390216,126
bass_electronic_025-024-127.wav,24,32.70319566257483,33143.52734375,7204.81298828125,733.9857788085938,0.16914613378834967,126
