epoch,algorithm_head_loss,algorithm_head_sparse_categorical_accuracy,algorithm_prefix_head_loss,algorithm_prefix_head_sparse_categorical_accuracy,algorithm_suffix_head_loss,algorithm_suffix_head_sparse_categorical_accuracy,loss,val_algorithm_head_loss,val_algorithm_head_sparse_categorical_accuracy,val_algorithm_prefix_head_loss,val_algorithm_prefix_head_sparse_categorical_accuracy,val_algorithm_suffix_head_loss,val_algorithm_suffix_head_sparse_categorical_accuracy,val_loss,learning_rate
0,1.4258701801300049,0.3398098349571228,1.0577998161315918,0.5010334849357605,1.4249225854873657,0.3377428650856018,5.084240913391113,1.2100096940994263,0.451239675283432,0.8404432535171509,0.6264463067054749,1.0654501914978027,0.4809917211532593,4.177311897277832,0.00019999999494757503
1,0.9929141998291016,0.535345196723938,0.8053062558174133,0.6221579313278198,1.0060226917266846,0.5465068221092224,3.6140522956848145,0.902326226234436,0.5570247769355774,0.7160040140151978,0.6462810039520264,0.9095085859298706,0.5190082788467407,3.3230080604553223,0.00019999999494757503
2,0.8148537874221802,0.6064489483833313,0.6784843802452087,0.6709384322166443,0.8200746774673462,0.6229847073554993,2.979733467102051,0.7648300528526306,0.6462810039520264,0.5718792676925659,0.7206611633300781,0.7043033838272095,0.6644628047943115,2.681290864944458,0.00019999999494757503
3,0.7438982725143433,0.6461347937583923,0.6202946305274963,0.7023563385009766,0.7500147819519043,0.6523357033729553,2.7150979042053223,0.6641521453857422,0.6677685976028442,0.5382013320922852,0.71074378490448,0.6524741053581238,0.6876032948493958,2.3930697441101074,0.00019999999494757503
4,0.6816316246986389,0.6701115965843201,0.5910215973854065,0.7015295624732971,0.6806913614273071,0.6792063117027283,2.50608229637146,0.63006591796875,0.6876032948493958,0.515079915523529,0.7388429641723633,0.6235314607620239,0.6909090876579285,2.3179221153259277,0.00019999999494757503
5,0.6128671765327454,0.6986358165740967,0.5343561172485352,0.7263332009315491,0.6291456818580627,0.69078129529953,2.273871660232544,0.7758643627166748,0.6165289282798767,0.572145402431488,0.6793388724327087,0.7720893621444702,0.6115702390670776,2.806004762649536,0.00019999999494757503
