epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy,learning_rate
0,1.3693310022354126,0.32235294580459595,1.2666642665863037,0.38183334469795227,0.00019999999494757503
1,1.2578380107879639,0.3952941298484802,1.1757011413574219,0.44083333015441895,0.00019999999494757503
2,1.177188754081726,0.4404999911785126,1.141359567642212,0.47183331847190857,0.00019999999494757503
3,1.1137056350708008,0.47302940487861633,1.0604441165924072,0.4946666657924652,0.00019999999494757503
4,1.068603277206421,0.4945294260978699,1.0079832077026367,0.5105000138282776,0.00019999999494757503
5,1.0271813869476318,0.5129411816596985,0.9732465147972107,0.5403333306312561,0.00019999999494757503
6,1.0015249252319336,0.521823525428772,0.9594880938529968,0.5419999957084656,0.00019999999494757503
7,0.9759570360183716,0.5378235578536987,0.9418432712554932,0.5590000152587891,0.00019999999494757503
8,0.9585429430007935,0.5464117527008057,0.9106030464172363,0.5736666917800903,0.00019999999494757503
9,0.9334521889686584,0.5630588531494141,0.9104346632957458,0.575166642665863,0.00019999999494757503
10,0.9163777828216553,0.5661470293998718,0.9337194561958313,0.5671666860580444,0.00019999999494757503
11,0.8987142443656921,0.5785882472991943,0.9198370575904846,0.5708333253860474,0.00019999999494757503
12,0.8403753638267517,0.6022647023200989,0.8295724391937256,0.6153333187103271,9.999999747378752e-05
13,0.8250585198402405,0.611823558807373,0.8301988840103149,0.6243333220481873,9.999999747378752e-05
14,0.8090928792953491,0.6175000071525574,0.8510902523994446,0.6154999732971191,9.999999747378752e-05
15,0.771600604057312,0.6379705667495728,0.8300324082374573,0.6244999766349792,4.999999873689376e-05
16,0.7622697353363037,0.6435588002204895,0.7938332557678223,0.6473333239555359,4.999999873689376e-05
17,0.7574698328971863,0.6431470513343811,0.8152182698249817,0.6349999904632568,4.999999873689376e-05
18,0.7445805072784424,0.6492646932601929,0.7965794801712036,0.6460000276565552,4.999999873689376e-05
19,0.7253663539886475,0.6606764793395996,0.7901292443275452,0.6483333110809326,2.499999936844688e-05
20,0.7199899554252625,0.6654117703437805,0.7873954176902771,0.6535000205039978,2.499999936844688e-05
21,0.7117106318473816,0.6660882234573364,0.7859789133071899,0.6510000228881836,2.499999936844688e-05
22,0.70966637134552,0.6693235039710999,0.7797354459762573,0.652999997138977,2.499999936844688e-05
23,0.7027006149291992,0.6694706082344055,0.8011616468429565,0.6486666798591614,2.499999936844688e-05
24,0.7001780271530151,0.673764705657959,0.7884312868118286,0.6535000205039978,2.499999936844688e-05
25,0.6907100677490234,0.6784117817878723,0.7837271094322205,0.6545000076293945,1.249999968422344e-05
26,0.6840198636054993,0.6839411854743958,0.7921079993247986,0.6528333425521851,1.249999968422344e-05
27,0.6801528334617615,0.6828823685646057,0.788552463054657,0.6589999794960022,6.24999984211172e-06
