epoch,env_car_attack_head_loss,env_car_attack_head_mae,env_car_decay_head_loss,env_car_decay_head_mae,env_car_release_head_loss,env_car_release_head_mae,env_car_sustain_head_loss,env_car_sustain_head_mae,loss,val_env_car_attack_head_loss,val_env_car_attack_head_mae,val_env_car_decay_head_loss,val_env_car_decay_head_mae,val_env_car_release_head_loss,val_env_car_release_head_mae,val_env_car_sustain_head_loss,val_env_car_sustain_head_mae,val_loss,learning_rate
10,0.14805135130882263,0.44941720366477966,0.2840583026409149,0.6316092610359192,0.055402010679244995,0.25640228390693665,0.2127624750137329,0.537192702293396,0.538942813873291,0.12785635888576508,0.40169757604599,0.3054754137992859,0.6461895704269409,0.033488158136606216,0.19117920100688934,0.18551303446292877,0.5006073117256165,0.5033150315284729,0.00019999999494757503
11,0.14435513317584991,0.4409092962741852,0.27159833908081055,0.6179671287536621,0.05540746450424194,0.25523439049720764,0.19559715688228607,0.5082914233207703,0.5140067934989929,0.12227160483598709,0.3984559178352356,0.2906753420829773,0.6287060976028442,0.030943967401981354,0.18136467039585114,0.1763724833726883,0.4887451231479645,0.4785735011100769,0.00019999999494757503
12,0.13978035748004913,0.43401139974594116,0.25725430250167847,0.5977343916893005,0.05106859654188156,0.24328367412090302,0.18692444264888763,0.49475106596946716,0.48932957649230957,0.1255517303943634,0.40404656529426575,0.28547754883766174,0.6211909651756287,0.031567949801683426,0.1841336190700531,0.16381344199180603,0.45372357964515686,0.46874719858169556,0.00019999999494757503
13,0.1406993716955185,0.435542494058609,0.24704799056053162,0.5796567797660828,0.047266725450754166,0.23506112396717072,0.18351946771144867,0.49040091037750244,0.4764745831489563,0.12436186522245407,0.39583730697631836,0.2664497494697571,0.5949013829231262,0.02903415635228157,0.1744406670331955,0.17529891431331635,0.4846660792827606,0.4585859179496765,0.00019999999494757503
14,0.1350095421075821,0.4241690933704376,0.24257487058639526,0.5765572786331177,0.046510059386491776,0.23332859575748444,0.1713864952325821,0.4732442796230316,0.4592461884021759,0.12568345665931702,0.39168617129325867,0.26629638671875,0.597460925579071,0.029990846291184425,0.17453455924987793,0.17375552654266357,0.4811531603336334,0.45920538902282715,0.00019999999494757503
15,0.13515694439411163,0.4238840341567993,0.23884199559688568,0.5687246918678284,0.04566303640604019,0.23081280291080475,0.17388556897640228,0.4785183072090149,0.4574492871761322,0.12247365713119507,0.3926030099391937,0.25399768352508545,0.5806964039802551,0.02776128239929676,0.16924816370010376,0.15849187970161438,0.433660626411438,0.4343302547931671,0.00019999999494757503
16,0.1374896615743637,0.43154340982437134,0.22206437587738037,0.5451841950416565,0.04368209093809128,0.22479285299777985,0.16529308259487152,0.4679900109767914,0.43829429149627686,0.1270187944173813,0.39760124683380127,0.24079859256744385,0.5542495250701904,0.02227954752743244,0.150229811668396,0.15523023903369904,0.4457639753818512,0.42073869705200195,0.00019999999494757503
17,0.131764218211174,0.42029044032096863,0.209879532456398,0.5279992818832397,0.04229891300201416,0.22443702816963196,0.1594024896621704,0.45698463916778564,0.41873595118522644,0.1197720393538475,0.38809335231781006,0.23005113005638123,0.5397340059280396,0.037466760724782944,0.2068987935781479,0.14688631892204285,0.4230920374393463,0.4126524031162262,0.00019999999494757503
18,0.12975288927555084,0.41592609882354736,0.20443640649318695,0.5223162174224854,0.04284688085317612,0.22279854118824005,0.1527951955795288,0.4436357915401459,0.4085858166217804,0.1356634646654129,0.41058793663978577,0.24102911353111267,0.5568163990974426,0.03135356679558754,0.18101608753204346,0.16717669367790222,0.46888551115989685,0.4434606432914734,0.00019999999494757503
19,0.1331983357667923,0.42216992378234863,0.20158089697360992,0.5104931592941284,0.04192238301038742,0.21975810825824738,0.15049274265766144,0.43835151195526123,0.4067062437534332,0.12971347570419312,0.4007597267627716,0.24666865170001984,0.555802047252655,0.028201516717672348,0.1712711751461029,0.15245233476161957,0.42805272340774536,0.43038347363471985,0.00019999999494757503
