loss,mae,mse,val_loss,val_mae,val_mse,epoch
1.5061246156692505,0.8177300095558167,0.9610272645950317,0.9642286896705627,0.8149036169052124,0.9589168429374695,0
0.9482154250144958,0.8080266714096069,0.9448553323745728,0.9484812021255493,0.8064610958099365,0.9458950161933899,1
0.9416699409484863,0.8036001920700073,0.9390934109687805,0.9435994625091553,0.8018103241920471,0.941213846206665,2
0.938826322555542,0.8016405701637268,0.9359404444694519,0.9398921728134155,0.7996558547019958,0.9363927245140076,3
0.9347215294837952,0.7986292839050293,0.9311213493347168,0.9346718192100525,0.7971516251564026,0.9310447573661804,4
0.9304252862930298,0.7959547638893127,0.9267279505729675,0.9314826130867004,0.7922577857971191,0.9275134801864624,5
0.927457869052887,0.7937505841255188,0.9235732555389404,0.9269255995750427,0.7905224561691284,0.9230125546455383,6
0.9245084524154663,0.7918416261672974,0.9205343127250671,0.9245966076850891,0.7866336107254028,0.9205700755119324,7
0.9230565428733826,0.7903947830200195,0.9190084338188171,0.9237880706787109,0.7887079119682312,0.9200324416160583,8
0.9213714003562927,0.7895195484161377,0.9173456430435181,0.9219919443130493,0.7862481474876404,0.9179797172546387,9
0.920556902885437,0.788753092288971,0.9165012240409851,0.9206807613372803,0.7882127165794373,0.9168636798858643,10
0.9194559454917908,0.7884307503700256,0.9154318571090698,0.9210292100906372,0.7870336771011353,0.9171154499053955,11
0.9186512231826782,0.7878379821777344,0.9145781397819519,0.9197907447814941,0.7829995155334473,0.9158313870429993,12
0.917264461517334,0.7867235541343689,0.9131888747215271,0.9175341129302979,0.7865280508995056,0.913502037525177,13
0.9170044660568237,0.7866964340209961,0.9127489328384399,0.9174811244010925,0.7826482057571411,0.913267195224762,14
0.9159677028656006,0.7859824299812317,0.9117204546928406,0.9162195920944214,0.781518816947937,0.9119880199432373,15
0.91544508934021,0.7853490114212036,0.9111067652702332,0.9159988760948181,0.7822162508964539,0.9116251468658447,16
0.9146835207939148,0.7849421501159668,0.9101647138595581,0.9152215123176575,0.7814112901687622,0.9109554886817932,17
0.9141114950180054,0.7843039631843567,0.9095815420150757,0.9138869643211365,0.7801223993301392,0.9094324707984924,18
0.9137343168258667,0.7842002511024475,0.9092028141021729,0.9159181118011475,0.7829961180686951,0.9110862612724304,19
0.9128170609474182,0.7833864688873291,0.9082255959510803,0.9152358174324036,0.7813528776168823,0.9104841351509094,20
0.9118977189064026,0.782945454120636,0.9072782397270203,0.9135234951972961,0.7815113067626953,0.9086745381355286,21
0.9118736982345581,0.782813310623169,0.9070466160774231,0.9125494956970215,0.7812814116477966,0.9079846143722534,22
0.9112194180488586,0.7824591398239136,0.9064570069313049,0.9122880697250366,0.7786314487457275,0.9075489044189453,23
0.9102586507797241,0.7814294695854187,0.9053523540496826,0.910878598690033,0.7806407809257507,0.9059596061706543,24
0.9100043773651123,0.7813026309013367,0.9050517678260803,0.9117843508720398,0.7813008427619934,0.9070762395858765,25
0.9094051122665405,0.7808708548545837,0.9044392704963684,0.9118794202804565,0.7796726822853088,0.9067890048027039,26
0.9088969826698303,0.7806140780448914,0.903850257396698,0.9110681414604187,0.7820579409599304,0.9059540033340454,27
0.9082056283950806,0.7799413204193115,0.9031552672386169,0.9100275635719299,0.7793381214141846,0.9050045609474182,28
0.9080904722213745,0.7796615362167358,0.902753472328186,0.9103453159332275,0.7802901268005371,0.9053060412406921,29
0.9077337980270386,0.7796724438667297,0.9025598168373108,0.909864068031311,0.7788544297218323,0.9046052098274231,30
