epoch,detune_carrier_head_loss,detune_carrier_head_mae,feedback_head_loss,feedback_head_mae,index_12_head_loss,index_12_head_mae,index_23_head_loss,index_23_head_mae,index_3c_head_loss,index_3c_head_mae,index_4c_head_loss,index_4c_head_mae,index_5c_head_loss,index_5c_head_mae,key_scaling_head_loss,key_scaling_head_mae,lfo_depth_cents_head_loss,lfo_depth_cents_head_mae,lfo_rate_head_loss,lfo_rate_head_mae,loss,val_detune_carrier_head_loss,val_detune_carrier_head_mae,val_feedback_head_loss,val_feedback_head_mae,val_index_12_head_loss,val_index_12_head_mae,val_index_23_head_loss,val_index_23_head_mae,val_index_3c_head_loss,val_index_3c_head_mae,val_index_4c_head_loss,val_index_4c_head_mae,val_index_5c_head_loss,val_index_5c_head_mae,val_key_scaling_head_loss,val_key_scaling_head_mae,val_lfo_depth_cents_head_loss,val_lfo_depth_cents_head_mae,val_lfo_rate_head_loss,val_lfo_rate_head_mae,val_loss,learning_rate
0,0.4999519884586334,0.9045548439025879,0.5490954518318176,0.9552387595176697,0.5203319191932678,0.9159559011459351,0.4894655644893646,0.883891224861145,0.4914878010749817,0.8911664485931396,0.49062541127204895,0.8843446969985962,0.5119787454605103,0.9111025333404541,0.5011464953422546,0.9033578634262085,0.5294800996780396,0.9343795776367188,0.5205448269844055,0.9235818982124329,3.2328402996063232,0.4496590495109558,0.8559582829475403,0.45250383019447327,0.8540509343147278,0.45818331837654114,0.8607822060585022,0.46160364151000977,0.869421124458313,0.4853765368461609,0.8913953304290771,0.45490002632141113,0.8455013632774353,0.44909343123435974,0.8541839718818665,0.46180495619773865,0.8658474683761597,0.46516579389572144,0.8738775849342346,0.48358792066574097,0.8891226053237915,2.9333722591400146,0.00019999999494757503
1,0.47982650995254517,0.886352002620697,0.48089051246643066,0.8879428505897522,0.4594341516494751,0.8569570779800415,0.45256730914115906,0.8465784192085266,0.446132093667984,0.8407440781593323,0.45197242498397827,0.8501539826393127,0.4545573592185974,0.8540803790092468,0.47702184319496155,0.8820130825042725,0.4889136552810669,0.8934929370880127,0.47738054394721985,0.8769354820251465,2.9554636478424072,0.4477084279060364,0.8526418209075928,0.44955572485923767,0.850529134273529,0.4567060172557831,0.8649508953094482,0.4632739722728729,0.8726666569709778,0.4810367226600647,0.884844958782196,0.45817598700523376,0.8571776747703552,0.44611984491348267,0.8509342074394226,0.46333467960357666,0.8694671988487244,0.46987488865852356,0.876981794834137,0.5096893906593323,0.9184026122093201,2.9455790519714355,0.00019999999494757503
2,0.47856900095939636,0.8811704516410828,0.4795958995819092,0.8830122947692871,0.4502691626548767,0.849102795124054,0.44415125250816345,0.8399298787117004,0.44177740812301636,0.839694082736969,0.44414156675338745,0.8404468297958374,0.45320725440979004,0.8539756536483765,0.47188952565193176,0.8779052495956421,0.4822634160518646,0.8881822824478149,0.4675998389720917,0.8655626773834229,2.9202933311462402,0.4472375810146332,0.8516585826873779,0.4506971538066864,0.8517802953720093,0.45977920293807983,0.8619642853736877,0.4655090868473053,0.875199019908905,0.47986650466918945,0.8860730528831482,0.45768943428993225,0.8576627969741821,0.45003077387809753,0.8523554801940918,0.47033819556236267,0.8760397434234619,0.4684606194496155,0.8776376247406006,0.4837552011013031,0.8894803524017334,2.94000506401062,0.00019999999494757503
3,0.4699503481388092,0.8735840916633606,0.4819706976413727,0.8875333666801453,0.4462747275829315,0.8435266613960266,0.4445800483226776,0.8394815921783447,0.4388515055179596,0.8357614278793335,0.4425228536128998,0.8375134468078613,0.4496617913246155,0.8472561836242676,0.4686754047870636,0.8736966848373413,0.4732661545276642,0.8796664476394653,0.4662614166736603,0.8654647469520569,2.900386095046997,0.44735977053642273,0.8513930439949036,0.45103055238723755,0.8518986105918884,0.45762598514556885,0.8634770512580872,0.4642961025238037,0.8728656768798828,0.4782624840736389,0.8833772540092468,0.4591138958930969,0.8603841662406921,0.447849303483963,0.8531672954559326,0.4557625949382782,0.8597990870475769,0.4665529429912567,0.874855101108551,0.48016253113746643,0.8842184543609619,2.9252171516418457,9.999999747378752e-05
4,0.4730646312236786,0.8778765201568604,0.47329264879226685,0.881303608417511,0.4483743906021118,0.8477525115013123,0.4427186846733093,0.8366952538490295,0.43837517499923706,0.8350169658660889,0.4413251280784607,0.839611828327179,0.44619590044021606,0.8445402383804321,0.4673663079738617,0.8720550537109375,0.46896082162857056,0.8762357234954834,0.46492141485214233,0.8664841055870056,2.8903815746307373,0.4523376524448395,0.8568218946456909,0.449130654335022,0.8511077761650085,0.45968368649482727,0.8675969839096069,0.4634646773338318,0.8722410202026367,0.47747930884361267,0.88234943151474,0.4611683487892151,0.8634024858474731,0.44620633125305176,0.8508199453353882,0.4567194879055023,0.8623092770576477,0.46655353903770447,0.8707696795463562,0.4804227352142334,0.8846893906593323,2.9286751747131348,9.999999747378752e-05
5,0.4708586037158966,0.875357985496521,0.4707707464694977,0.8763065338134766,0.4497164189815521,0.8497956395149231,0.44340822100639343,0.8399073481559753,0.4351879954338074,0.8329171538352966,0.4434228241443634,0.8404510617256165,0.44688165187835693,0.8450236916542053,0.4705224633216858,0.8784510493278503,0.4737696945667267,0.8799592852592468,0.4656766653060913,0.8647931814193726,2.8934967517852783,0.44920170307159424,0.8537421226501465,0.4525468349456787,0.8541467785835266,0.456481397151947,0.8620473742485046,0.4694012403488159,0.8759341835975647,0.47803667187690735,0.8803457617759705,0.45743462443351746,0.8584415912628174,0.44574934244155884,0.8504824042320251,0.457658976316452,0.8637986183166504,0.4674592614173889,0.8763741850852966,0.4807257056236267,0.8847574591636658,2.9290683269500732,9.999999747378752e-05
6,0.4688108265399933,0.8736710548400879,0.4761964678764343,0.8856346607208252,0.45302584767341614,0.853629469871521,0.43906182050704956,0.8338389992713928,0.4331100285053253,0.8294910192489624,0.4396918714046478,0.836787760257721,0.4463934302330017,0.842184841632843,0.46736767888069153,0.8732389211654663,0.4699588716030121,0.8760063648223877,0.4618266224861145,0.8608524799346924,2.8840696811676025,0.44878166913986206,0.8528146147727966,0.45007842779159546,0.8520357608795166,0.45731180906295776,0.8649858832359314,0.46703439950942993,0.874514102935791,0.47614482045173645,0.8783810138702393,0.45101282000541687,0.8470610976219177,0.4475865066051483,0.8524389863014221,0.4579419791698456,0.8639993667602539,0.467107892036438,0.8765042424201965,0.4802360236644745,0.8843411803245544,2.9215211868286133,4.999999873689376e-05
7,0.46870940923690796,0.8739786148071289,0.4698318839073181,0.8766594529151917,0.4473329186439514,0.8461311459541321,0.43470004200935364,0.828311026096344,0.43491026759147644,0.8311216235160828,0.439892441034317,0.8360110521316528,0.4467494487762451,0.8462954163551331,0.46636953949928284,0.8712949156761169,0.47264882922172546,0.8785426616668701,0.46067309379577637,0.8599870800971985,2.875408411026001,0.44981706142425537,0.853985607624054,0.4492383599281311,0.8507476449012756,0.4577183723449707,0.865793764591217,0.4608859419822693,0.8693205714225769,0.4709923267364502,0.8732059001922607,0.4497075378894806,0.8470402956008911,0.4436698257923126,0.8479086756706238,0.45816749334335327,0.8642212748527527,0.46599119901657104,0.8747072815895081,0.480408638715744,0.884987473487854,2.9100565910339355,4.999999873689376e-05
8,0.46730637550354004,0.8712210059165955,0.47195351123809814,0.8785598874092102,0.44797685742378235,0.8468172550201416,0.43662214279174805,0.8304576873779297,0.4258422553539276,0.8195821046829224,0.4378906190395355,0.8337633013725281,0.438917875289917,0.8357609510421753,0.4682917594909668,0.874113142490387,0.4667107164859772,0.8697318434715271,0.46406519412994385,0.8643093109130859,2.8638839721679688,0.4494868516921997,0.8531637787818909,0.44964364171028137,0.8513456583023071,0.4553017020225525,0.8623351454734802,0.4573822319507599,0.8642680048942566,0.46721288561820984,0.8674219846725464,0.44526296854019165,0.8387421369552612,0.4431737959384918,0.8451023697853088,0.46232858300209045,0.8687578439712524,0.46634069085121155,0.8759555816650391,0.4797091484069824,0.8837568163871765,2.901911973953247,4.999999873689376e-05
9,0.47375020384788513,0.8783957958221436,0.47027236223220825,0.8770567774772644,0.44600993394851685,0.8462797403335571,0.4366034269332886,0.8289521336555481,0.42314958572387695,0.8150991797447205,0.4368642568588257,0.8319214582443237,0.4427802860736847,0.838355302810669,0.47041794657707214,0.8762440085411072,0.46975910663604736,0.8748730421066284,0.4641137719154358,0.8636986613273621,2.868732213973999,0.450080543756485,0.8537896275520325,0.44885778427124023,0.8502317070960999,0.4562479555606842,0.8634353876113892,0.4554734230041504,0.861858069896698,0.45872727036476135,0.8556347489356995,0.4428498446941376,0.838772177696228,0.44256511330604553,0.8448970913887024,0.4589276611804962,0.8650646805763245,0.4675115644931793,0.8775742053985596,0.47957220673561096,0.8835374712944031,2.8918349742889404,4.999999873689376e-05
