epoch,algorithm_head_loss,algorithm_head_sparse_categorical_accuracy,freq_log2_head_loss,freq_log2_head_mae,freq_log2_head_mse,loss,ratio_log2_head_loss,ratio_log2_head_mae,ratio_log2_head_mse,val_algorithm_head_loss,val_algorithm_head_sparse_categorical_accuracy,val_freq_log2_head_loss,val_freq_log2_head_mae,val_freq_log2_head_mse,val_loss,val_ratio_log2_head_loss,val_ratio_log2_head_mae,val_ratio_log2_head_mse,learning_rate
0,1.2927055358886719,0.37453493475914,0.13634447753429413,0.41757360100746155,0.27849307656288147,2.5136189460754395,0.3588677942752838,0.7333969473838806,0.7740535140037537,1.2945220470428467,0.419834703207016,0.05738262087106705,0.2685682475566864,0.11338953673839569,2.364018440246582,0.267588347196579,0.6213769912719727,0.5721613764762878,0.00019999999494757503
1,0.9783769845962524,0.5423728823661804,0.09591981768608093,0.34743601083755493,0.19309782981872559,1.8734471797943115,0.24688437581062317,0.5817261934280396,0.5241425633430481,0.7833887934684753,0.6396694183349609,0.05573061853647232,0.27342870831489563,0.10927232354879379,1.4683178663253784,0.1908542811870575,0.5067734122276306,0.38621243834495544,0.00019999999494757503
2,0.8473281264305115,0.6138900518417358,0.08217259496450424,0.32083672285079956,0.1649360954761505,1.6140843629837036,0.20388193428516388,0.5219663381576538,0.42693737149238586,0.8548763990402222,0.5851239562034607,0.04624821990728378,0.24914175271987915,0.0922052338719368,1.5527852773666382,0.149493008852005,0.44152382016181946,0.3040243089199066,0.00019999999494757503
3,0.7927156090736389,0.6254650950431824,0.0757271870970726,0.30539780855178833,0.15203548967838287,1.494626522064209,0.175638809800148,0.477389395236969,0.36521488428115845,0.7681042551994324,0.6264463067054749,0.048864033073186874,0.25060415267944336,0.09824512898921967,1.4836856126785278,0.24334286153316498,0.583026111125946,0.5116867423057556,0.00019999999494757503
