epoch,detune_carrier_head_loss,detune_carrier_head_mae,freq_log2_head_loss,freq_log2_head_mae,loss,ratio_log2_head_loss,ratio_log2_head_mae,val_detune_carrier_head_loss,val_detune_carrier_head_mae,val_freq_log2_head_loss,val_freq_log2_head_mae,val_loss,val_ratio_log2_head_loss,val_ratio_log2_head_mae,learning_rate
0,0.47647660970687866,0.8796627521514893,0.11004890501499176,0.36700239777565,0.594183087348938,0.28067851066589355,0.6213120222091675,0.4732511043548584,0.881154477596283,0.044722363352775574,0.23217429220676422,0.4065772294998169,0.12738269567489624,0.40210655331611633,0.00019999999494757503
1,0.4658846855163574,0.8693147301673889,0.062102220952510834,0.27788135409355164,0.4279235005378723,0.13986381888389587,0.40964895486831665,0.47328171133995056,0.8813218474388123,0.03277759626507759,0.19982542097568512,0.3449981212615967,0.06686144322156906,0.27946287393569946,0.00019999999494757503
2,0.46467000246047974,0.8678190112113953,0.04958811774849892,0.24671249091625214,0.3850758671760559,0.10277146100997925,0.34431299567222595,0.47298359870910645,0.8809142112731934,0.026686865836381912,0.17897769808769226,0.3398006856441498,0.06703048944473267,0.2697376310825348,0.00019999999494757503
3,0.46345797181129456,0.8663461208343506,0.043991122394800186,0.23147134482860565,0.3643966019153595,0.08482838422060013,0.3081252872943878,0.4727478325366974,0.8804590702056885,0.02269478514790535,0.16461226344108582,0.3309631645679474,0.06077827885746956,0.2484470158815384,0.00019999999494757503
4,0.46253451704978943,0.8655558824539185,0.0393231101334095,0.2189698964357376,0.3506113588809967,0.07388751208782196,0.286785751581192,0.4730609655380249,0.8800057768821716,0.02386283688247204,0.1679215282201767,0.31640300154685974,0.04227783903479576,0.21208178997039795,0.00019999999494757503
5,0.4629393517971039,0.8661688566207886,0.03664296120405197,0.21037699282169342,0.34346094727516174,0.06787460297346115,0.27251723408699036,0.4715213477611542,0.8787603974342346,0.0287336315959692,0.18028566241264343,0.32026436924934387,0.04294588789343834,0.21362793445587158,0.00019999999494757503
6,0.4621105492115021,0.8648422360420227,0.03387649729847908,0.2023009955883026,0.33505308628082275,0.06129763275384903,0.2580721080303192,0.4727773368358612,0.8806760907173157,0.026778483763337135,0.1773093193769455,0.3186108469963074,0.042143210768699646,0.20740170776844025,0.00019999999494757503
7,0.4618464708328247,0.8649842739105225,0.02901385724544525,0.18641099333763123,0.3185866177082062,0.046938925981521606,0.22740428149700165,0.4719814360141754,0.8796983957290649,0.02077818103134632,0.153218075633049,0.3036994934082031,0.031115692108869553,0.17775481939315796,9.999999747378752e-05
8,0.46138817071914673,0.8641376495361328,0.02772204764187336,0.18169532716274261,0.3144509494304657,0.043676018714904785,0.21813490986824036,0.4726576507091522,0.8804993629455566,0.019128596410155296,0.1477075219154358,0.3014484941959381,0.02967933379113674,0.17225931584835052,9.999999747378752e-05
9,0.4611526429653168,0.864215075969696,0.026505382731556892,0.17833450436592102,0.31095871329307556,0.04093032330274582,0.21121051907539368,0.4727795124053955,0.8807317614555359,0.01881321519613266,0.1457822620868683,0.2992391288280487,0.027316458523273468,0.1667109727859497,9.999999747378752e-05
10,0.4616338312625885,0.864612877368927,0.025195477530360222,0.17305803298950195,0.3084152340888977,0.03893889859318733,0.20600827038288116,0.4716635048389435,0.8792597651481628,0.016807781532406807,0.1351780742406845,0.2965750992298126,0.026910094544291496,0.16412632167339325,9.999999747378752e-05
11,0.46131736040115356,0.8645401000976562,0.024995232000947,0.1725301295518875,0.30691906809806824,0.03758326172828674,0.20206256210803986,0.4717923104763031,0.8795691728591919,0.020901720970869064,0.15427930653095245,0.2977539002895355,0.024119330570101738,0.15691517293453217,9.999999747378752e-05
12,0.46148350834846497,0.8644754886627197,0.023604119196534157,0.16730600595474243,0.30442357063293457,0.035930681973695755,0.1977911740541458,0.4722319543361664,0.8801893591880798,0.01637100800871849,0.1327284574508667,0.2938341200351715,0.023754572495818138,0.15664562582969666,9.999999747378752e-05
13,0.4612598717212677,0.8644064664840698,0.023144174367189407,0.16558097302913666,0.3024330735206604,0.03419627621769905,0.19265316426753998,0.47165951132774353,0.879033625125885,0.017637884244322777,0.14450985193252563,0.2955455183982849,0.024871300905942917,0.15659338235855103,9.999999747378752e-05
14,0.4614102244377136,0.8645985126495361,0.022753816097974777,0.16369563341140747,0.30272606015205383,0.03484182432293892,0.1921752393245697,0.4717598557472229,0.8794350028038025,0.01618005521595478,0.13238513469696045,0.2931155562400818,0.023405112326145172,0.15463902056217194,9.999999747378752e-05
15,0.4610182046890259,0.8639878630638123,0.02240736037492752,0.16245919466018677,0.3008235692977905,0.033199913799762726,0.18832886219024658,0.4720441997051239,0.8795796036720276,0.015273649245500565,0.1296720951795578,0.29240310192108154,0.02328977733850479,0.15076705813407898,9.999999747378752e-05
16,0.4610528349876404,0.8643732666969299,0.022185945883393288,0.16120192408561707,0.3001305162906647,0.032589081674814224,0.18639220297336578,0.471334844827652,0.8788618445396423,0.018594851717352867,0.1399804651737213,0.2950255572795868,0.023512812331318855,0.15268538892269135,9.999999747378752e-05
17,0.4609794318675995,0.8640921711921692,0.02146880142390728,0.15908192098140717,0.2983493506908417,0.03124634549021721,0.18314872682094574,0.4722236692905426,0.8801254034042358,0.018389904871582985,0.13764843344688416,0.2922469973564148,0.01987352967262268,0.1396707147359848,9.999999747378752e-05
18,0.4610480070114136,0.8642098903656006,0.020961126312613487,0.15658996999263763,0.2974388599395752,0.03064708039164543,0.18178077042102814,0.47188472747802734,0.8795870542526245,0.015267850831151009,0.12690730392932892,0.2929058372974396,0.023990167304873466,0.15358257293701172,9.999999747378752e-05
19,0.46063971519470215,0.8633618950843811,0.020489584654569626,0.15484218299388885,0.29557642340660095,0.029198331758379936,0.17765724658966064,0.4719257652759552,0.87945556640625,0.013218182139098644,0.11743727326393127,0.2886444628238678,0.020999575033783913,0.13746392726898193,9.999999747378752e-05
20,0.46110671758651733,0.8641797304153442,0.02028496190905571,0.1538880318403244,0.2957027852535248,0.02924870140850544,0.17623545229434967,0.4719974398612976,0.8796692490577698,0.013203349895775318,0.11741797626018524,0.2875829339027405,0.01971929892897606,0.14078041911125183,9.999999747378752e-05
21,0.4606744050979614,0.8637513518333435,0.019938025623559952,0.15266692638397217,0.29434502124786377,0.028258750215172768,0.17397093772888184,0.47211381793022156,0.8798209428787231,0.013764082454144955,0.12021780759096146,0.28958794474601746,0.0214421134442091,0.14048032462596893,9.999999747378752e-05
22,0.4607734978199005,0.8638274669647217,0.019520893692970276,0.15069973468780518,0.29352277517318726,0.027655906975269318,0.1713423877954483,0.47177526354789734,0.8792064785957336,0.015147837810218334,0.12597940862178802,0.2894633710384369,0.020130759105086327,0.13915683329105377,9.999999747378752e-05
23,0.4601598083972931,0.8631210923194885,0.01803421974182129,0.1450546681880951,0.28909140825271606,0.024304786697030067,0.16171707212924957,0.47189778089523315,0.8796295523643494,0.011984598822891712,0.11090975254774094,0.28452926874160767,0.0174101572483778,0.1267990916967392,4.999999873689376e-05
24,0.4599613547325134,0.8629946708679199,0.01738600805401802,0.1420193910598755,0.28747794032096863,0.023189272731542587,0.15917398035526276,0.47199761867523193,0.8796234726905823,0.012172997929155827,0.11220913380384445,0.2849268615245819,0.017624905332922935,0.12937739491462708,4.999999873689376e-05
25,0.46022555232048035,0.8632078170776367,0.01736430451273918,0.1417398303747177,0.2878027856349945,0.023426804691553116,0.15877178311347961,0.4720302224159241,0.8796669840812683,0.01186621468514204,0.11008249968290329,0.2849934995174408,0.017988741397857666,0.12636277079582214,4.999999873689376e-05
26,0.46013596653938293,0.8631895184516907,0.0165751613676548,0.13853025436401367,0.2861195206642151,0.022297292947769165,0.1555110365152359,0.47206610441207886,0.8797407150268555,0.011928095482289791,0.11123917996883392,0.28380388021469116,0.01650431752204895,0.12259510159492493,2.499999936844688e-05
27,0.4597405791282654,0.862632691860199,0.016366835683584213,0.13729791343212128,0.28477054834365845,0.02118285931646824,0.15279528498649597,0.4719180464744568,0.8794952630996704,0.011731987819075584,0.10889226198196411,0.28339678049087524,0.0163174569606781,0.1234450414776802,2.499999936844688e-05
28,0.4601490795612335,0.8633222579956055,0.015928197652101517,0.13573206961154938,0.28440380096435547,0.020919181406497955,0.15160588920116425,0.4720132052898407,0.8795830607414246,0.011834321543574333,0.11088664829730988,0.283439040184021,0.016203152015805244,0.12078449875116348,2.499999936844688e-05
29,0.45966672897338867,0.8625606894493103,0.016080215573310852,0.13664831221103668,0.28394031524658203,0.02054266631603241,0.15060144662857056,0.4720311760902405,0.8797023892402649,0.011803142726421356,0.10985200852155685,0.28313830494880676,0.015868622809648514,0.12046977877616882,2.499999936844688e-05
