epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy,learning_rate
0,1.162511944770813,0.26831895112991333,0.9877485632896423,0.33943089842796326,0.00019999999494757503
1,1.0693347454071045,0.2686781585216522,0.9635484218597412,0.32723575830459595,0.00019999999494757503
2,1.041450023651123,0.2816092073917389,0.9468736052513123,0.3739837408065796,0.00019999999494757503
3,1.0132787227630615,0.3117816150188446,0.9541320204734802,0.3434959352016449,0.00019999999494757503
4,0.9853323698043823,0.335488498210907,0.9585230350494385,0.36788618564605713,0.00019999999494757503
5,0.9344164729118347,0.36925286054611206,0.8999698758125305,0.3943089544773102,9.999999747378752e-05
6,0.9042235016822815,0.40193966031074524,0.8536830544471741,0.44105690717697144,9.999999747378752e-05
7,0.8962966203689575,0.4040948152542114,0.8676867485046387,0.4065040647983551,9.999999747378752e-05
8,0.8712027668952942,0.40086206793785095,0.8654817938804626,0.4288617968559265,9.999999747378752e-05
9,0.8276215195655823,0.4461206793785095,0.8860254287719727,0.4186991751194,4.999999873689376e-05
10,0.829804539680481,0.44468390941619873,0.8718850612640381,0.42073169350624084,4.999999873689376e-05
11,0.7941389679908752,0.4683907926082611,0.8581589460372925,0.4186991751194,2.499999936844688e-05
